"Collar","GeolFrom","GeolTo","Chk","Geology_Comment","LithLocal","LithContact","LithAbund1","LithSpec1","LithMod1","LithColorMod1","LithColor1","LithAbund2","LithSpec2","LithMod2","LithColorMod2","LithColor2","LithAbund3","LithSpec3","LithMod3","LithColorMod3","LithColor3","LithAbund4","LithSpec4","LithMod4","LithColorMod4","LithColor4","LithAbund5","LithSpec5","LithMod5","LithColorMod5","LithColor5","Lithology_Category"
"EVE-20-03","92.25","109.25","0","Metavolcanic (Rhyolite), gray, foliated (S1=45°-60°); Deformed calcite veinlets; low (Tz) PyOx (Tz) disseminated; fresh rock, low argillic-propylitization alterations.","No data","No data","No data","Metarhyolite","Foliated","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","109.25","113.15","0","Metavolcanic (Rhyolite); weak faulted zone (50°); Calcite veinlets & disseminated; argillized  and weakly faulting rock & crushed-sheared intervals.","No data","No data","No data","Metarhyolite","Fault","Light","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","113.15","123.85","0","Fault zone, moderate-strong. Erratic calcite veinlets.","No data","No data","No data","FaultBreccia","No data","Dark","Brown","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","123.85","124.85","0","Qtz vein, brecciated texture interval, orange red color interval.","No data","No data","No data","QuartzVein","Brecciated","Dark","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","124.85","136","0","Metavolcanic (Rhyolite), gray color; lower faulted contact (60°), brecciated/autobrecciated texture; Erratic calcite veinlets.","No data","No data","No data","Metarhyolite","Brecciated","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","136","139.45","0","Metavolcanic (Rhyolite), green, porphyritic; Calcite veinlets ; fractures 65°-70°. Low fractured interval.","No data","No data","No data","Metarhyolite","Porphyritic","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","139.45","149.25","0","Metavolcanic (Rhyolite), green, brecciated and/or strongly deformed (sheered); Deformed calcite along foliation plane & cracks, 1-10 mm wide. Foliation 30°-40°. Shear zone Z folding. Andesitic fine grained  dykes interbedded  140.45-140.85 (green color) emplaced by faulting.","No data","No data","No data","Metarhyolite","Brecciated","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","149.25","153.4","0","Fault zone; Qtz + Calcite + MnOx Veinlets 30-40 cm thick, 45° & angle; (PyOx less than 1 percent).","No data","No data","No data","FaultBreccia","No data","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","153.4","161.25","0","Metavolcanic (Rhyolite); Porphyritic; erratic calcite veinlets; weak to moderate fracturing (some as foliation).","No data","No data","No data","Metarhyolite","Porphyritic","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","161.25","165.2","0","Metavolcanic (Rhyolite), brecciated; extension cracks filled with calcite; bottom plane 45° (fault?).","No data","No data","No data","Metarhyolite","Brecciated","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","165.2","174.45","0","Metavolcanic (Rhyolite), porphyritic; Calcite veinlets, foliated 45°, extension and crack filled with calcite.","No data","No data","No data","Metarhyolite","Porphyritic","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","174.45","177.95","0","Fault zone. Crushed material, moderate fracturing, only goethite, hematite decrease.","No data","No data","No data","FaultBreccia","No data","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","177.95","185.25","0","Metavolcanic (Rhyolite), green; Low-moderate fracturing, 50°.","No data","No data","No data","Metarhyolite","No data","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-03","185.25","194.25","0","Metavolcanic (Rhyolite); Moderate calcite veinlets; Cracks by extension; 193.8-194.25m, fault 60°.","No data","No data","No data","Metarhyolite","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","0","10","0","Metarhyolite, pale gray; Faulted lower contact 60°; Calcite fractures, low to erratic Qtz veinlets; White-milky Qtz fragment. Moderate fracturing,  45°-60°. At 5.80 m depth, fracture with Cu stains (chrysocolla).","No data","No data","No data","Metarhyolite","No data","Dull","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","10","13.7","0","Metarhyolite, pale gray; Jarosite rich interval; increase silicification, porphyritic texture.","No data","No data","No data","Metarhyolite","Porphyritic","Dull","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","13.7","26.9","0","Fault zone; Fresh-fine disseminated pyrite. Py + Qtz veinlets 2.4 mm thick. Mixed zone (oxide + sulfides); from 20.15 to 20.65, gouge zone (fault).","No data","No data","No data","FaultBreccia","No data","Dull","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","26.9","40.35","0","Rhyolite (metavolcanic) pale gray-white, porphyritic; Moderate Qtz+Chl+Ser stockwork (1-2mm thick). Scarce calcite, fine-fresh pyrite, disseminated. Moderate fracturing (filled with calcite+chlorite). Fault zone from 30.15 to 31.15, with narrow andesitic dike, with abundant clays (crushed-broken rock).","No data","No data","No data","Metarhyolite","Porphyritic","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","40.35","45.45","0","Metavolcanic (Rhyolite), gray, compact rock, weak fracturemet & weal stockwork; Moderate calcite + Qtz veinlets (1-2mm) chlorite rich interval.","No data","No data","No data","Metarhyolite","Stockwork","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","45.45","55.9","0","Metavolcanic (Rhyolite), gray; scarce stockwork Qtz + Calcite, erratic fresh Pyrite; calcite increase in open fractures/stockwork.","No data","No data","No data","Metarhyolite","Stockwork","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","55.9","66.15","0","Metavolcanic (Rhyolite), pale green; epidote along fractures + Kaolinite; Increase Qtz + Calcite stockwork; Several narrow faults less than 30 cm in thickness; fractures 30°-55°; fresh-disseminated pyrite.","No data","No data","No data","Metarhyolite","Stockwork","Dull","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","66.15","70.25","0","Porphyry dyke, not stockwork. Fresh rock. Intrusive contact 45°; foliation/flow 50°.","No data","No data","No data","FeldsparPorphyry","Porphyritic","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","70.25","78.6","0","Metavolcanic (Rhyolite), pale gray; Increase stockwork, 76.90-78.60m. Pyrite (fresh) disseminated and clusters/veinlets. Dissolution voids at the bottom of the interval.","No data","No data","No data","Metarhyolite","Stockwork","Dull","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","78.6","80.05","0","Fracture/fault zone 45°. Increase Hem and silicification, argillic (Kln) in fault planes. Black mineral less than 1 percent (turmaline?)","No data","No data","No data","Metarhyolite","Fault","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","80.05","87.95","0","Metavolcanic (Rhyolite), gray, porphyritic; milky Qtz veinlets (60°), from 83.0-84.95m fault zone 35° with Qtz veinlets, 1-15mm thick, 60°.","No data","No data","No data","Metarhyolite","Porphyritic","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","87.95","90.2","0","Fault zone; Crushed material rock. Clay (Kln)-rich and broken rock.","No data","No data","No data","FaultBreccia","No data","Dull","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","90.2","99.65","0","Metavolcanic (Rhyolite), white-pale green; disseminated pyrite (less than 0.1%) Py+Qtz clear gray Qtz (0.5%). Patchy epidote, Kln + sulfides along fractures. Erratic disseminated turmaline.","No data","No data","No data","Metarhyolite","No data","Dull","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-04","99.65","100.85","0","Fault zone; Pale green, 45° fault plane.","No data","No data","No data","FaultBreccia","No data","Dull","Green","No data","Rhyolite","No data","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","0","4.95","0","Metavolcanic (metarhyolite), beige color. Low recovery & RQD; fractured zone with MnOx along fractures   >  Goethite; fractures 50° QZ veinlets fragments.","No data","No data","No data","Metarhyolite","No data","Light","Brown","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","4.95","20.94","0","Metavolcanic (metarhyolite), grey-pale green with weak foliation , Kln (clay in fault zone narrow   >  5 cm wide) PyOx fine and disseminated, FeOx halos wall to fragments 40-45°.","No data","No data","No data","Metarhyolite","Foliated","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","20.94","22.95","0","Andesitic dike. Foliated (flow) 40°, fine grained, scarce calcite veinlets (1-2 mm), 20.4-21.3 fault 50°.","No data","No data","No data","Andesite","Dyke","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","22.95","29.65","0","Metavolcanic (metarhyolite), grey with porphyritic texture; fractured interval, MnOx + FeOx along fractures; Qtz veinlets 24.35-25.65 (milky Qtz)","No data","No data","No data","Metarhyolite","Porphyritic","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","29.65","31.8","0","Metarhyolite, orange-black with abundant MnOx along fractures; scarce Qtz veinlets (?).","No data","No data","No data","Metarhyolite","No data","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","31.8","34.1","0","Fault/Vein; Bx Qtz cemented by FeOx (H  >  G), Jarosite in crushed material.","No data","No data","No data","FaultBreccia","Vein","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","34.1","36.4","0","Andesitic dike, black-green, fine grained; fractures (25°) with MnOx  >  Goe, PyOx erratic Qtz + PyOx 2-4 mm wide (erratic) + calcite.","No data","No data","No data","Andesite","Fine_Grained","Dark","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","36.4","39.1","0","Metavolcanic (metarhyolite);  porphyritic texture poorly foliated with MnOx along fractures; Hm disseminated and along fractures (45-50°).","No data","No data","No data","Metarhyolite","Porphyritic","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","39.1","49.5","0","Metavolcanic (metarhyolite);  Qtz + H+ G +MnOx veinlets( 45°); 2-4 mm with oxidation halo.","No data","No data","No data","Metarhyolite","No data","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","49.5","53.7","0","Metavolcanic (metarhyolite); Porphyritic (feldspar) texture (Pl 4mm) faulting/fractured zone broken interval.","No data","No data","No data","Metarhyolite","Porphyritic","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","53.7","59","0","MnOx increase, weak fractures 40 y 50°.","No data","No data","No data","Metarhyolite","No data","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","59","61.2","0","Strong orange color due hematite; weak Qtz veinlets 2 m wide (50°); Hanging wall of vein  zone. Lower contact (fault) 40°.","No data","No data","No data","Metarhyolite","No data","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","61.2","63.15","0","Fault zone. Grey orange. Lower contact 35°. Filled with milky QZ  + Hm crushed material; clay rich.","No data","No data","No data","FaultBreccia","Vein","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","63.15","90.95","0","Metavolcanic (metarhyolite), grey, porphyritic; Increase MnOx decrease FeOx (PyOx) to couple of intervals, Qtz eye rock (abundant), from 74.25-90.95 MnOx (?) increase; weak to moderate fracturing 50° same angle than foliation.","No data","No data","No data","Metavolcanic","Porphyritic","No data","Gray","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","90.95","94.9","0","Fault zone (60°); MnOx (?) in some crushed material; crushed rock clay-rich, low (weak) FeOx; metavolcanic (RHYO) fragments.","No data","No data","No data","FaultBreccia","Fault","No data","Green","No data","Metarhyolite","No data","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","94.9","103.85","0","Metavolcanic pale orange; weak rock, strong altered to clay, erratic milky Qtz-veinlet 2-4 mm wide; groundmass altered to clay and FeOx (H); from 103.50 to103.85 fault, weak fracturing fractures 35-50°. Qtz veinlets (H) with op to 2 cm (60°).","No data","No data","No data","Metarhyolite","No data","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","103.85","106.95","0","Metavolcanic (metarhyolite); moderate-strong FeOx (H  >  J); no MnOx; erratic Qtz veinlets; fractures 45° filled with Hm.","No data","No data","No data","Metarhyolite","No data","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","106.95","115.4","0","Metavolcanic (metarhyolite); strong-pervasive FeOx host rock and fractures weak-moderate Qtz veinlets + Hm Qtz veinlets (5-10 mm wide) 60-70°; weak argillic alteration, relicts of silicification.","No data","No data","No data","Metarhyolite","Argillic","No data","Red","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","115.4","118.65","0","Leached rock with increase of argillic alteration with autobrecciated zone, 10 cm wide, ( 45-50°).","No data","No data","No data","Metarhyolite","Breccia","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","118.65","122.85","0","Compact interval, low (weak) fractured (40)°, filled with clay + Hm +MnOx; semi-fresh rock interval with scarce 2 mm Qtz veinlets.","No data","No data","No data","Metarhyolite","Porphyritic","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","122.85","125.2","0","Moderate Qtz veinlets 2 cm wide, strong oxidation. Faulted lower contact (60°)","No data","No data","No data","Metarhyolite","No data","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","125.2","128.3","0","Metavolcanic (metarhyolite), grey. Weak argillization, porphyritic weak fracturing 60°. Faulted lower contact (45°)","No data","No data","No data","Metarhyolite","Argillic","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","128.3","131.85","0","Fault zone; increase argillic alteration in crushed/broken rock; FeOx mainly on fractures/fault planes, scarce Qtz veinlets (thin).","No data","No data","No data","Metarhyolite","Breccia","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","131.85","134.65","0","Metavolcanic (metarhyolite), grey. Fractured zone, FeOx, MnOx. strong MnOx at bottom of interval. Lower faulted contact (35°)","No data","No data","No data","Metarhyolite","No data","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","134.65","136.35","0","Metavolcanic (metarhyolite), grey; weakly foliated 50°; scarce FeOx; no argillic.","No data","No data","No data","Metarhyolite","Porphyritic","No data","Brown","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","136.35","139.95","0","Metavolcanic (metarhyolite), erratic Qtz veinlet 2mm, moderate fracturing increase FeOx/Argilization. Upper (40°) and Lower (25°) faulted contacts.","No data","No data","No data","Metarhyolite","No data","No data","Orange","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","139.95","149.45","0","Metavolcanic (metarhyolite), gray-orange; patchy PyOx close to fractures and veinlets as halo; increase MnOx in fractures; Qtz + PyOx + Hm veinlets 45° 2-4 mm wide (weak). Lower faulted contact (45°)","No data","No data","No data","Metarhyolite","No data","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-05","149.45","166.95","0","Metavolcanic (metarhyolite), porphyritic; compact rock (good recovery/RQD); low fracturing 40-50°; Qtz veinlets 30-50°.  From 157.20 to 162.05 Qtz-veinlets some veinlets have Qtz+ Py + late calcite.","No data","No data","No data","Metarhyolite","No data","No data","Green","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"